externalId,firstName,lastName,fullName,team,league,position,nationality,birthYear,heightCm,weightKg,shoots,games,goals,assists,points,gaa,savePct,source,sourceUrl,lastUpdated
ep-goalie-shl-tobias-normann,Tobias,Normann,Tobias Normann,Frölunda HC,SHL,G,,,,,,24,0,0,0,1.68,0.923,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-strauss-mann,Strauss,Mann,Strauss Mann,Skellefteå AIK,SHL,G,,,,,,42,0,0,0,1.93,0.914,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-frederik-dichow,Frederik,Dichow,Frederik Dichow,HV71,SHL,G,,,,,,10,0,0,0,2.4,0.912,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-oskar-blomgren,Oskar,Blomgren,Oskar Blomgren,Malmö Redhawks,SHL,G,,,,,,21,0,0,0,2.5,0.911,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-christoffer-rifalk,Christoffer,Rifalk,Christoffer Rifalk,Rögle BK,SHL,G,,,,,,19,0,0,0,1.76,0.911,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-lars-johansson,Lars,Johansson,Lars Johansson,Frölunda HC,SHL,G,,,,,,28,0,0,0,2.13,0.908,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-adam-åhman,Adam,Åhman,Adam Åhman,Växjö Lakers HC,SHL,G,,,,,,32,0,0,0,2.18,0.907,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-magnus-hellberg,Magnus,Hellberg,Magnus Hellberg,Djurgårdens IF,SHL,G,,,,,,40,0,0,0,2.72,0.904,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-erik-källgren,Erik,Källgren,Erik Källgren,Brynäs IF,SHL,G,,,,,,15,0,0,0,2.06,0.904,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-marek-langhamer,Marek,Langhamer,Marek Langhamer,Malmö Redhawks,SHL,G,,,,,,28,0,0,0,2.75,0.903,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-melker-thelin,Melker,Thelin,Melker Thelin,Färjestad BK,SHL,G,,,,,,21,0,0,0,2.44,0.899,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-emil-larmi,Emil,Larmi,Emil Larmi,Färjestad BK,SHL,G,,,,,,37,0,0,0,2.27,0.899,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jesper-myrenberg,Jesper,Myrenberg,Jesper Myrenberg,Linköping HC,SHL,G,,,,,,20,0,0,0,2.64,0.897,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-waltteri-ignatjew,Waltteri,Ignatjew,Waltteri Ignatjew,Linköping HC,SHL,G,,,,,,39,0,0,0,2.66,0.894,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-matteus-ward,Matteus,Ward,Matteus Ward,Luleå HF,SHL,G,,,,,,33,0,0,0,2.36,0.893,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-marcus-gidlöf,Marcus,Gidlöf,Marcus Gidlöf,Leksands IF,SHL,G,,,,,,26,0,0,0,2.96,0.892,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-arvid-holm,Arvid,Holm,Arvid Holm,Rögle BK,SHL,G,,,,,,35,0,0,0,2.33,0.892,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jhonas-enroth,Jhonas,Enroth,Jhonas Enroth,Örebro HK,SHL,G,,,,,,31,0,0,0,2.65,0.891,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jacob-johansson,Jacob,Johansson,Jacob Johansson,Timrå IK,SHL,G,,,,,,33,0,0,0,2.55,0.891,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-joel-lassinantti,Joel,Lassinantti,Joel Lassinantti,Luleå HF,SHL,G,,,,,,20,0,0,0,2.61,0.89,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-felix-sandström,Felix,Sandström,Felix Sandström,HV71,SHL,G,,,,,,19,0,0,0,3.07,0.888,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-tim-juel,Tim,Juel,Tim Juel,Timrå IK,SHL,G,,,,,,22,0,0,0,2.65,0.888,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-damian-clara,Damian,Clara,Damian Clara,Brynäs IF,SHL,G,,,,,,33,0,0,0,2.52,0.887,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jonas-arntzen,Jonas,Arntzen,Jonas Arntzen,Örebro HK,SHL,G,,,,,,22,0,0,0,3.11,0.886,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-ludvig-persson,Ludvig,Persson,Ludvig Persson,Växjö Lakers HC,SHL,G,,,,,,22,0,0,0,2.71,0.881,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jakob-hellsten,Jakob,Hellsten,Jakob Hellsten,Leksands IF,SHL,G,,,,,,15,0,0,0,3.1,0.877,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-daniel-marmenlind,Daniel,Marmenlind,Daniel Marmenlind,Multi-Team,SHL,G,,,,,,15,0,0,0,3.42,0.876,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-malmö-redhawks,Malmö,Redhawks,Malmö Redhawks,Malmö Redhawks,SHL,G,,,,,,6,0,0,0,4.0,0.85,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-djurgårdens-if,Djurgårdens,IF,Djurgårdens IF,Djurgårdens IF,SHL,G,,,,,,9,0,0,0,3.14,0.889,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-lassi-lehtinen,Lassi,Lehtinen,Lassi Lehtinen,HV71,SHL,G,,,,,,22,0,0,0,3.29,0.868,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-filip-larsson,Filip,Larsson,Filip Larsson,Leksands IF,SHL,G,,,,,,7,0,0,0,2.06,0.917,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-linus-söderström,Linus,Söderström,Linus Söderström,Skellefteå AIK,SHL,G,,,,,,5,0,0,0,2.38,0.907,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-robin-christoffersson,Robin,Christoffersson,Robin Christoffersson,Leksands IF,SHL,G,,,,,,6,0,0,0,2.81,0.892,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-olof-glifford,Olof,Glifford,Olof Glifford,HV71,SHL,G,,,,,,5,0,0,0,2.84,0.878,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-jani-lampinen,Jani,Lampinen,Jani Lampinen,Skellefteå AIK,SHL,G,,,,,,8,0,0,0,3.17,0.857,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-collin-delia,Collin,Delia,Collin Delia,Brynäs IF,SHL,G,,,,,,6,0,0,0,3.87,0.791,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-hugo-hävelid,Hugo,Hävelid,Hugo Hävelid,Djurgårdens IF,SHL,G,,,,,,5,0,0,0,5.98,0.783,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-måns-goos,Måns,Goos,Måns Goos,Färjestad BK,SHL,G,,,,,,1,0,0,0,12.24,0.5,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-hugo-laring,Hugo,Laring,Hugo Laring,Frölunda HC,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-linus-hägerman,Linus,Hägerman,Linus Hägerman,Örebro HK,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-viggo-tamm,Viggo,Tamm,Viggo Tamm,Leksands IF,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-noel-massot,Noel,Massot,Noel Massot,Linköping HC,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-gustaf-lindvall,Gustaf,Lindvall,Gustaf Lindvall,Skellefteå AIK,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-isak-sörqvist,Isak,Sörqvist,Isak Sörqvist,Luleå HF,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-anton-ringquist,Anton,Ringquist,Anton Ringquist,Skellefteå AIK,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-marcus-brännman,Marcus,Brännman,Marcus Brännman,Djurgårdens IF,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-axel-göransson,Axel,Göransson,Axel Göransson,Malmö Redhawks,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-carl-lidö,Carl,Lidö,Carl Lidö,Timrå IK,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-max-berglund,Max,Berglund,Max Berglund,Timrå IK,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-hugo-severgårdh,Hugo,Severgårdh,Hugo Severgårdh,Djurgårdens IF,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-shl-oliver-håkanson,Oliver,Håkanson,Oliver Håkanson,Växjö Lakers HC,SHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/shl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-frans-tuohimaa,Frans,Tuohimaa,Frans Tuohimaa,IF Björklöven,HockeyAllsvenskan,G,,,,,,30,0,0,0,1.84,0.926,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-jacob-crespin,Jacob,Crespin,Jacob Crespin,Kalmar HC,HockeyAllsvenskan,G,,,,,,37,0,0,0,1.97,0.922,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-olle-eriksson-ek,Olle Eriksson,Ek,Olle Eriksson Ek,IF Björklöven,HockeyAllsvenskan,G,,,,,,25,0,0,0,1.62,0.921,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-love-härenstam,Love,Härenstam,Love Härenstam,Södertälje SK,HockeyAllsvenskan,G,,,,,,32,0,0,0,1.81,0.92,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-herman-liv,Herman,Liv,Herman Liv,Almtuna IS,HockeyAllsvenskan,G,,,,,,25,0,0,0,2.35,0.916,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-lars-volden,Lars,Volden,Lars Volden,BIK Karlskoga,HockeyAllsvenskan,G,,,,,,22,0,0,0,1.95,0.916,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-carl-malmqvist,Carl,Malmqvist,Carl Malmqvist,Kalmar HC,HockeyAllsvenskan,G,,,,,,15,0,0,0,2.0,0.914,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-olof-lindbom,Olof,Lindbom,Olof Lindbom,BIK Karlskoga,HockeyAllsvenskan,G,,,,,,27,0,0,0,1.99,0.912,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-carl-lidö,Carl,Lidö,Carl Lidö,Östersunds IK,HockeyAllsvenskan,G,,,,,,40,0,0,0,2.49,0.909,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-marcus-hellgren-smed,Marcus,Hellgren-Smed,Marcus Hellgren-Smed,Mora IK,HockeyAllsvenskan,G,,,,,,36,0,0,0,2.58,0.908,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-niclas-westerholm,Niclas,Westerholm,Niclas Westerholm,Södertälje SK,HockeyAllsvenskan,G,,,,,,10,0,0,0,2.36,0.908,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-oliver-håkanson,Oliver,Håkanson,Oliver Håkanson,Multi-Team,HockeyAllsvenskan,G,,,,,,20,0,0,0,2.65,0.907,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-södertälje-sk,Södertälje,SK,Södertälje SK,Södertälje SK,HockeyAllsvenskan,G,,,,,,11,0,0,0,3.35,0.874,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-västerås-ik,Västerås,IK,Västerås IK,Västerås IK,HockeyAllsvenskan,G,,,,,,9,0,0,0,1.85,0.94,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-robin-christoffersson,Robin,Christoffersson,Robin Christoffersson,Vimmerby HC,HockeyAllsvenskan,G,,,,,,16,0,0,0,2.57,0.907,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-tobias-johansen-breivold,Tobias Johansen,Breivold,Tobias Johansen Breivold,Mora IK,HockeyAllsvenskan,G,,,,,,20,0,0,0,2.55,0.907,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-pontus-eltonius,Pontus,Eltonius,Pontus Eltonius,Vimmerby HC,HockeyAllsvenskan,G,,,,,,36,0,0,0,2.43,0.907,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-olof-glifford,Olof,Glifford,Olof Glifford,IK Oskarshamn,HockeyAllsvenskan,G,,,,,,29,0,0,0,2.46,0.904,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-adam-werner,Adam,Werner,Adam Werner,MoDo Hockey,HockeyAllsvenskan,G,,,,,,38,0,0,0,2.24,0.904,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-victor-brattström,Victor,Brattström,Victor Brattström,AIK,HockeyAllsvenskan,G,,,,,,30,0,0,0,2.59,0.903,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-emil-vuorio,Emil,Vuorio,Emil Vuorio,IK Oskarshamn,HockeyAllsvenskan,G,,,,,,25,0,0,0,2.67,0.901,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-hugo-hävelid,Hugo,Hävelid,Hugo Hävelid,Nybro Vikings IF,HockeyAllsvenskan,G,,,,,,24,0,0,0,2.74,0.9,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-rasmus-korhonen,Rasmus,Korhonen,Rasmus Korhonen,Västerås IK,HockeyAllsvenskan,G,,,,,,35,0,0,0,2.97,0.899,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-alexander-hellnemo,Alexander,Hellnemo,Alexander Hellnemo,Nybro Vikings IF,HockeyAllsvenskan,G,,,,,,18,0,0,0,2.96,0.893,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-viktor-andrén,Viktor,Andrén,Viktor Andrén,Almtuna IS,HockeyAllsvenskan,G,,,,,,28,0,0,0,3.12,0.892,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-benedikt-oschgan,Benedikt,Oschgan,Benedikt Oschgan,Västerås IK,HockeyAllsvenskan,G,,,,,,13,0,0,0,3.03,0.892,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-jonathan-stålberg,Jonathan,Stålberg,Jonathan Stålberg,IF Troja-Ljungby,HockeyAllsvenskan,G,,,,,,37,0,0,0,3.39,0.889,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-daniel-rosengren,Daniel,Rosengren,Daniel Rosengren,Östersunds IK,HockeyAllsvenskan,G,,,,,,14,0,0,0,3.09,0.882,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-jonas-gunnarsson,Jonas,Gunnarsson,Jonas Gunnarsson,AIK,HockeyAllsvenskan,G,,,,,,21,0,0,0,3.28,0.881,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-vilgot-holm,Vilgot,Holm,Vilgot Holm,IF Troja-Ljungby,HockeyAllsvenskan,G,,,,,,20,0,0,0,3.21,0.875,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-edvin-olofsson,Edvin,Olofsson,Edvin Olofsson,MoDo Hockey,HockeyAllsvenskan,G,,,,,,11,0,0,0,3.04,0.874,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-fabian-arwidson,Fabian,Arwidson,Fabian Arwidson,Nybro Vikings IF,HockeyAllsvenskan,G,,,,,,1,0,0,0,1.01,0.947,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-anthony-nyberg,Anthony,Nyberg,Anthony Nyberg,BIK Karlskoga,HockeyAllsvenskan,G,,,,,,1,0,0,0,0.97,0.944,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-collin-delia,Collin,Delia,Collin Delia,Kalmar HC,HockeyAllsvenskan,G,,,,,,2,0,0,0,1.5,0.932,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-hockeyallsvenskan-axel-nyman,Axel,Nyman,Axel Nyman,Almtuna IS,HockeyAllsvenskan,G,,,,,,2,0,0,0,2.43,0.93,EliteProspects,https://www.eliteprospects.com/league/hockeyallsvenskan/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
