externalId,firstName,lastName,fullName,team,league,position,nationality,birthYear,heightCm,weightKg,shoots,games,goals,assists,points,gaa,savePct,source,sourceUrl,lastUpdated
ep-goalie-echl-tulsa-oilers,Tulsa,Oilers,Tulsa Oilers,Tulsa Oilers,ECHL,G,,,,,,9,0,0,0,3.53,0.889,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-michael-simpson,Michael,Simpson,Michael Simpson,Savannah Ghost Pirates,ECHL,G,,,,,,10,0,0,0,2.63,0.909,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-thomas-gale,Thomas,Gale,Thomas Gale,Worcester Railers,ECHL,G,,,,,,13,0,0,0,2.62,0.909,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-aku-koskenvuo,Aku,Koskenvuo,Aku Koskenvuo,Kalamazoo Wings,ECHL,G,,,,,,22,0,0,0,3.15,0.908,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-vyacheslav-buteyets,Vyacheslav,Buteyets,Vyacheslav Buteyets,Tulsa Oilers,ECHL,G,,,,,,44,0,0,0,3.11,0.908,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ben-kraws,Ben,Kraws,Ben Kraws,Idaho Steelheads,ECHL,G,,,,,,31,0,0,0,3.03,0.908,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jeremy-brodeur,Jeremy,Brodeur,Jeremy Brodeur,Adirondack Thunder,ECHL,G,,,,,,41,0,0,0,2.69,0.908,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ian-shane,Ian,Shane,Ian Shane,Multi-Team,ECHL,G,,,,,,13,0,0,0,2.53,0.908,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kansas-city-mavericks,Kansas City,Mavericks,Kansas City Mavericks,Kansas City Mavericks,ECHL,G,,,,,,8,0,0,0,2.51,0.892,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-reading-royals,Reading,Royals,Reading Royals,Reading Royals,ECHL,G,,,,,,5,0,0,0,2.58,0.928,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-rico-dimatteo,Rico,DiMatteo,Rico DiMatteo,Rapid City Rush,ECHL,G,,,,,,12,0,0,0,3.96,0.907,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-callum-tung,Callum,Tung,Callum Tung,Bloomington Bison,ECHL,G,,,,,,19,0,0,0,3.1,0.907,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-luke-pavicich,Luke,Pavicich,Luke Pavicich,Multi-Team,ECHL,G,,,,,,10,0,0,0,3.02,0.907,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kalamazoo-wings,Kalamazoo,Wings,Kalamazoo Wings,Kalamazoo Wings,ECHL,G,,,,,,7,0,0,0,3.34,0.902,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kansas-city-mavericks,Kansas City,Mavericks,Kansas City Mavericks,Kansas City Mavericks,ECHL,G,,,,,,1,0,0,0,1.0,0.967,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-cincinnati-cyclones,Cincinnati,Cyclones,Cincinnati Cyclones,Cincinnati Cyclones,ECHL,G,,,,,,2,0,0,0,3.03,0.891,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jonathan-lemieux,Jonathan,Lemieux,Jonathan Lemieux,Kalamazoo Wings,ECHL,G,,,,,,26,0,0,0,2.95,0.906,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ken-appleby,Ken,Appleby,Ken Appleby,Cincinnati Cyclones,ECHL,G,,,,,,42,0,0,0,2.92,0.906,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-mitchell-weeks,Mitchell,Weeks,Mitchell Weeks,Indy Fuel,ECHL,G,,,,,,44,0,0,0,2.46,0.906,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jon-gillies,Jon,Gillies,Jon Gillies,Orlando Solar Bears,ECHL,G,,,,,,34,0,0,0,2.88,0.905,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-isaac-poulter,Isaac,Poulter,Isaac Poulter,Norfolk Admirals,ECHL,G,,,,,,43,0,0,0,2.76,0.905,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-michael-bullion,Michael,Bullion,Michael Bullion,Jacksonville Icemen,ECHL,G,,,,,,26,0,0,0,2.9,0.904,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ty-taylor,Ty,Taylor,Ty Taylor,South Carolina Stingrays,ECHL,G,,,,,,18,0,0,0,2.6,0.904,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-maxim-pavlenko,Maxim,Pavlenko,Maxim Pavlenko,Wheeling Nailers,ECHL,G,,,,,,26,0,0,0,2.67,0.903,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-nolan-lalonde,Nolan,Lalonde,Nolan Lalonde,Toledo Walleye,ECHL,G,,,,,,22,0,0,0,2.57,0.903,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jake-sibell,Jake,Sibell,Jake Sibell,Multi-Team,ECHL,G,,,,,,10,0,0,0,3.16,0.902,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-greensboro-gargoyles,Greensboro,Gargoyles,Greensboro Gargoyles,Greensboro Gargoyles,ECHL,G,,,,,,1,0,0,0,7.6,0.778,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tulsa-oilers,Tulsa,Oilers,Tulsa Oilers,Tulsa Oilers,ECHL,G,,,,,,9,0,0,0,2.41,0.925,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-hunter-miska,Hunter,Miska,Hunter Miska,Utah Grizzlies,ECHL,G,,,,,,16,0,0,0,2.98,0.902,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jordan-papirny,Jordan,Papirny,Jordan Papirny,Tahoe Knight Monsters,ECHL,G,,,,,,37,0,0,0,3.66,0.901,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-carter-gylander,Carter,Gylander,Carter Gylander,Toledo Walleye,ECHL,G,,,,,,34,0,0,0,2.78,0.901,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-roddy-ross,Roddy,Ross,Roddy Ross,Wichita Thunder,ECHL,G,,,,,,40,0,0,0,3.34,0.9,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-cameron-rowe,Cameron,Rowe,Cameron Rowe,Jacksonville Icemen,ECHL,G,,,,,,31,0,0,0,3.04,0.9,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tyler-brennan,Tyler,Brennan,Tyler Brennan,Adirondack Thunder,ECHL,G,,,,,,28,0,0,0,2.96,0.898,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-noah-giesbrecht,Noah,Giesbrecht,Noah Giesbrecht,Multi-Team,ECHL,G,,,,,,11,0,0,0,2.86,0.898,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tulsa-oilers,Tulsa,Oilers,Tulsa Oilers,Tulsa Oilers,ECHL,G,,,,,,2,0,0,0,4.11,0.886,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-savannah-ghost-pirates,Savannah Ghost,Pirates,Savannah Ghost Pirates,Savannah Ghost Pirates,ECHL,G,,,,,,9,0,0,0,2.55,0.902,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ben-gaudreau,Ben,Gaudreau,Ben Gaudreau,Trois-Rivières Lions,ECHL,G,,,,,,29,0,0,0,2.92,0.897,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ty-young,Ty,Young,Ty Young,Kalamazoo Wings,ECHL,G,,,,,,13,0,0,0,3.26,0.896,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-hugo-ollas,Hugo,Ollas,Hugo Ollas,Bloomington Bison,ECHL,G,,,,,,18,0,0,0,3.01,0.896,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-nathan-torchia,Nathan,Torchia,Nathan Torchia,Rapid City Rush,ECHL,G,,,,,,10,0,0,0,4.12,0.894,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ruslan-khazheyev,Ruslan,Khazheyev,Ruslan Khazheyev,Greensboro Gargoyles,ECHL,G,,,,,,41,0,0,0,3.52,0.894,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-nathaniel-day,Nathaniel,Day,Nathaniel Day,Fort Wayne Komets,ECHL,G,,,,,,39,0,0,0,2.76,0.893,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-william-rousseau,William,Rousseau,William Rousseau,Iowa Heartlanders,ECHL,G,,,,,,27,0,0,0,3.29,0.892,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-riley-mercer,Riley,Mercer,Riley Mercer,Iowa Heartlanders,ECHL,G,,,,,,40,0,0,0,3.22,0.892,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-dylan-wells,Dylan,Wells,Dylan Wells,Multi-Team,ECHL,G,,,,,,34,0,0,0,3.37,0.89,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-utah-grizzlies,Utah,Grizzlies,Utah Grizzlies,Utah Grizzlies,ECHL,G,,,,,,22,0,0,0,4.24,0.874,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kansas-city-mavericks,Kansas City,Mavericks,Kansas City Mavericks,Kansas City Mavericks,ECHL,G,,,,,,12,0,0,0,1.85,0.928,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-owen-flores,Owen,Flores,Owen Flores,Indy Fuel,ECHL,G,,,,,,25,0,0,0,2.74,0.89,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-harrison-meneghin,Harrison,Meneghin,Harrison Meneghin,Orlando Solar Bears,ECHL,G,,,,,,14,0,0,0,3.26,0.889,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tomas-suchanek,Tomas,Suchanek,Tomas Suchanek,Tulsa Oilers,ECHL,G,,,,,,12,0,0,0,4.27,0.884,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tommy-scarfone,Tommy,Scarfone,Tommy Scarfone,Cincinnati Cyclones,ECHL,G,,,,,,18,0,0,0,3.59,0.883,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kasimir-kaskisuo,Kasimir,Kaskisuo,Kasimir Kaskisuo,Utah Grizzlies,ECHL,G,,,,,,1,0,0,0,0.0,1.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-carter-mcphail,Carter,McPhail,Carter McPhail,Multi-Team,ECHL,G,,,,,,1,0,0,0,0.0,1.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-greenville-swamp-rabbits,Greenville Swamp,Rabbits,Greenville Swamp Rabbits,Greenville Swamp Rabbits,ECHL,G,,,,,,1,0,0,0,0.0,1.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-atlanta-gladiators,Atlanta,Gladiators,Atlanta Gladiators,Atlanta Gladiators,ECHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-anson-thornton,Anson,Thornton,Anson Thornton,Utah Grizzlies,ECHL,G,,,,,,1,0,0,0,1.52,0.97,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-francesco-lapenna,Francesco,Lapenna,Francesco Lapenna,Trois-Rivières Lions,ECHL,G,,,,,,6,0,0,0,1.33,0.959,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-brett-mirwald,Brett,Mirwald,Brett Mirwald,Allen Americans,ECHL,G,,,,,,7,0,0,0,1.58,0.95,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jacob-smith,Jacob,Smith,Jacob Smith,Wheeling Nailers,ECHL,G,,,,,,8,0,0,0,1.72,0.943,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-ryan-ouellette,Ryan,Ouellette,Ryan Ouellette,Indy Fuel,ECHL,G,,,,,,5,0,0,0,1.61,0.936,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-alexander-tracy,Alexander,Tracy,Alexander Tracy,Tahoe Knight Monsters,ECHL,G,,,,,,4,0,0,0,2.49,0.935,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-garin-bjorklund,Garin,Bjorklund,Garin Bjorklund,South Carolina Stingrays,ECHL,G,,,,,,8,0,0,0,2.05,0.935,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jakub-málek,Jakub,Málek,Jakub Málek,Adirondack Thunder,ECHL,G,,,,,,2,0,0,0,1.91,0.93,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-henrik-tikkanen,Henrik,Tikkanen,Henrik Tikkanen,Worcester Railers,ECHL,G,,,,,,8,0,0,0,2.03,0.929,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jesper-vikman,Jesper,Vikman,Jesper Vikman,South Carolina Stingrays,ECHL,G,,,,,,1,0,0,0,1.75,0.929,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-gabriel-carriere,Gabriel,Carriere,Gabriel Carriere,Wichita Thunder,ECHL,G,,,,,,4,0,0,0,3.02,0.925,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-gabriel-d'aigle,Gabriel,D'Aigle,Gabriel D'Aigle,Wheeling Nailers,ECHL,G,,,,,,3,0,0,0,2.63,0.925,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-zane-mcintyre,Zane,McIntyre,Zane McIntyre,Tahoe Knight Monsters,ECHL,G,,,,,,5,0,0,0,2.64,0.921,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-william-lavallière,William,Lavallière,William Lavallière,Multi-Team,ECHL,G,,,,,,7,0,0,0,2.17,0.921,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-trois-rivières-lions,Trois-Rivières,Lions,Trois-Rivières Lions,Trois-Rivières Lions,ECHL,G,,,,,,5,0,0,0,1.79,0.934,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-worcester-railers,Worcester,Railers,Worcester Railers,Worcester Railers,ECHL,G,,,,,,2,0,0,0,3.28,0.886,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-colby-muise,Colby,Muise,Colby Muise,Multi-Team,ECHL,G,,,,,,8,0,0,0,2.38,0.919,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-orlando-solar-bears,Orlando Solar,Bears,Orlando Solar Bears,Orlando Solar Bears,ECHL,G,,,,,,8,0,0,0,2.38,0.919,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-atlanta-gladiators,Atlanta,Gladiators,Atlanta Gladiators,Atlanta Gladiators,ECHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kirill-gerasimyuk,Kirill,Gerasimyuk,Kirill Gerasimyuk,Savannah Ghost Pirates,ECHL,G,,,,,,7,0,0,0,2.22,0.918,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jack-bostedt,Jack,Bostedt,Jack Bostedt,Multi-Team,ECHL,G,,,,,,3,0,0,0,2.86,0.909,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-rapid-city-rush,Rapid City,Rush,Rapid City Rush,Rapid City Rush,ECHL,G,,,,,,1,0,0,0,3.07,0.925,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tahoe-knight-monsters,Tahoe Knight,Monsters,Tahoe Knight Monsters,Tahoe Knight Monsters,ECHL,G,,,,,,2,0,0,0,2.39,0.75,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-simon-latkoczy,Simon,Latkoczy,Simon Latkoczy,Greenville Swamp Rabbits,ECHL,G,,,,,,4,0,0,0,2.26,0.904,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-jacob-mucitelli,Jacob,Mucitelli,Jacob Mucitelli,Multi-Team,ECHL,G,,,,,,5,0,0,0,2.85,0.901,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-wheeling-nailers,Wheeling,Nailers,Wheeling Nailers,Wheeling Nailers,ECHL,G,,,,,,0,0,0,0,0.0,0.0,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-tahoe-knight-monsters,Tahoe Knight,Monsters,Tahoe Knight Monsters,Tahoe Knight Monsters,ECHL,G,,,,,,2,0,0,0,8.36,0.733,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-utah-grizzlies,Utah,Grizzlies,Utah Grizzlies,Utah Grizzlies,ECHL,G,,,,,,3,0,0,0,1.98,0.93,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-liam-soulière,Liam,Soulière,Liam Soulière,Toledo Walleye,ECHL,G,,,,,,4,0,0,0,2.22,0.9,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-chase-wutzke,Chase,Wutzke,Chase Wutzke,Iowa Heartlanders,ECHL,G,,,,,,6,0,0,0,2.98,0.898,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-billy-girard,Billy,Girard,Billy Girard,Maine Mariners,ECHL,G,,,,,,2,0,0,0,2.5,0.891,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-kaidan-mbereko,Kaidan,Mbereko,Kaidan Mbereko,Cincinnati Cyclones,ECHL,G,,,,,,4,0,0,0,3.19,0.889,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-connor-hasley,Connor,Hasley,Connor Hasley,Wichita Thunder,ECHL,G,,,,,,4,0,0,0,3.54,0.888,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
ep-goalie-echl-samuel-hlavaj,Samuel,Hlavaj,Samuel Hlavaj,Iowa Heartlanders,ECHL,G,,,,,,1,0,0,0,4.14,0.886,EliteProspects,https://www.eliteprospects.com/league/echl/stats/2025-2026?view=goalie&tab=goalies,2026-05-13
